grid_id,center_lat,center_lon,n_restaurants,avg_score,cuisine_diversity,n_target,suitability_score,label
-14756_8148,40.740966281095,-73.7845748181325,4,14.5,3,2,34.740364,1
-14756_8150,40.753473671147496,-73.7806748901,4,21.75,4,1,29.82136,1
-14756_8151,40.75742767083572,-73.78370703578285,7,21.428571428571427,6,1,23.403423,1
-14756_8153,40.76660560491,-73.7829897654875,4,15.75,4,0,33.67787,0
-14756_8167,40.838464836906,-73.783216517498,5,10.2,2,1,69.9276,1
-14756_8168,40.840375424105,-73.78392911134,2,17.0,2,0,69.9276,0
-14757_8118,40.59394606734,-73.78941233198,1,3.0,1,0,70.50861,0
-14757_8129,40.64831282607,-73.78828149759,31,9.580645161290322,15,13,99.75072,1
-14757_8133,40.66763523523,-73.78928692332,1,9.0,1,0,43.490353,0
-14757_8134,40.672159570085,-73.785350379575,2,12.0,2,0,25.13639,0
-14757_8138,40.6947411007,-73.78990413351,1,20.0,1,0,6.6834154,0
-14757_8141,40.707606104288885,-73.78787483101777,9,14.88888888888889,5,0,30.370422,0
-14757_8142,40.71199010838091,-73.78804730607,11,12.909090909090908,9,1,36.510365,1
-14757_8145,40.72674851317546,-73.78858466229181,11,13.454545454545455,9,1,46.0861,1
-14757_8147,40.739590075386246,-73.788242942975,8,14.25,7,0,37.029083,0
-14757_8148,40.74021570268,-73.7879522491,1,35.0,1,0,37.903996,0
-14757_8150,40.75227346631,-73.78720989759,2,10.5,2,0,19.262386,0
-14757_8151,40.757875587594164,-73.78822368561333,12,20.666666666666668,9,0,19.3288,0
-14757_8152,40.76212500436,-73.7878912291,4,18.75,4,0,21.66342,0
-14757_8153,40.766972306325556,-73.78960640062222,9,18.555555555555557,8,1,31.264977,1
-14757_8157,40.788786157585,-73.78524557639,2,14.0,2,0,44.63589,0
-14757_8168,40.842452102224996,-73.78554331231001,2,6.0,2,1,74.08021,1
-14757_8169,40.84703790462833,-73.78641523182166,6,11.166666666666666,5,2,73.13272,1
-14757_8170,40.851820973958,-73.788936881402,5,13.4,4,2,66.54526,1
-14758_8118,40.59300921746,-73.79345164732,2,11.5,2,1,78.51479,1
-14758_8133,40.66721858204,-73.79412213386,1,7.0,1,1,47.388775,1
-14758_8134,40.673484603662004,-73.791669323608,10,16.1,6,1,34.150677,1
-14758_8135,40.6791237362,-73.79165163747,1,10.0,1,0,17.395058,0
-14758_8136,40.6829296871,-73.79257894431501,2,8.5,2,0,13.716155,0
-14758_8137,40.686323739578576,-73.79363074486427,14,16.285714285714285,11,0,7.7990384,0
-14758_8139,40.69727505028,-73.792302273244,5,8.6,3,0,8.662378,0
-14758_8140,40.70222356477,-73.79151424692,2,13.0,2,0,15.506263,0
-14758_8141,40.706489310504445,-73.79171645266,9,30.11111111111111,7,2,30.443588,1
-14758_8142,40.710664086219445,-73.79312854803055,18,23.22222222222222,9,2,40.675217,1
-14758_8144,40.7221814301,-73.79033319313,8,8.75,4,4,71.19452,1
-14758_8145,40.725943284917776,-73.79116314978445,9,6.777777777777778,7,2,62.353115,1
-14758_8146,40.73330543987,-73.794575670435,2,23.5,2,0,52.74227,0
-14758_8147,40.739271963655455,-73.79174921133819,11,10.090909090909092,7,2,50.25341,1
